"There are 75.86206896551724 % of homorepeats out of a total of 29 chains"
"The % of homorepeats of each kind are:"

ALA 45.45454545454545%
ARG 0.0%
ASN 0.0%
ASP 0.0%
CYS 0.0%
GLU 13.636363636363635%
GLN 0.0%
GLY 9.090909090909092%
HIS 0.0%
ILE 0.0%
LEU 4.545454545454546%
LYS 4.545454545454546%
MET 0.0%
PHE 0.0%
PRO 0.0%
SER 9.090909090909092%
THR 13.636363636363635%
TRP 0.0%
TYR 0.0%
VAL 0.0%
XAA 0.0%
