"There are 35.294117647058826 % of homorepeats out of a total of 68 chains"
"The % of homorepeats of each kind are:"

ALA 0.0%
ARG 0.0%
ASN 4.166666666666666%
ASP 4.166666666666666%
CYS 0.0%
GLU 37.5%
GLN 16.666666666666664%
GLY 4.166666666666666%
HIS 0.0%
ILE 0.0%
LEU 8.333333333333332%
LYS 0.0%
MET 0.0%
PHE 0.0%
PRO 0.0%
SER 25.0%
THR 0.0%
TRP 0.0%
TYR 0.0%
VAL 0.0%
XAA 0.0%
