"There are 61.904761904761905 % of homorepeats out of a total of 21 chains"
"The % of homorepeats of each kind are:"

ALA 38.46153846153847%
ARG 0.0%
ASN 0.0%
ASP 7.6923076923076925%
CYS 0.0%
GLU 0.0%
GLN 7.6923076923076925%
GLY 0.0%
HIS 0.0%
ILE 7.6923076923076925%
LEU 7.6923076923076925%
LYS 0.0%
MET 0.0%
PHE 0.0%
PRO 23.076923076923077%
SER 7.6923076923076925%
THR 0.0%
TRP 0.0%
TYR 0.0%
VAL 0.0%
XAA 0.0%
