"There are 58.57988165680473 % of homorepeats out of a total of 169 chains"
"The % of homorepeats of each kind are:"

ALA 18.181818181818183
ARG 2.0202020202020203
ASN 8.080808080808081
ASP 0.0
CYS 1.0101010101010102
GLU 5.05050505050505
GLN 10.1010101010101
GLY 7.07070707070707
HIS 4.040404040404041
ILE 1.0101010101010102
LEU 4.040404040404041
LYS 1.0101010101010102
MET 0.0
PHE 1.0101010101010102
PRO 4.040404040404041
SER 24.242424242424242
THR 6.0606060606060606
TRP 0.0
TYR 2.0202020202020203
VAL 1.0101010101010102
XAA 0.0
